File name,text
Iqbal_Ghazals_3_page_381_line_3.png,یہ بندگی خدائی وہ بندگی گدائی    یا بندۂ خدا بن یا بندۂ زمانہ
Iqbal_Ghazals_3_page_381_line_4.png,غافل نہ ہو خودی سے کر اپنی پاسبانی    شاید کسی حرم کا تو بھی ہے آستانہ
Iqbal_Ghazals_3_page_381_line_5.png,اے لا الٰہ کے وارث باقی نہیں ہے تجھ میں    گفتار دلبرانہ کردار قاہرانہ
Iqbal_Ghazals_3_page_381_line_6.png,تیری نگاہ سے دل سینوں میں کانپتے تھے    کھویا گیا ہے تیرا جذب قلندرانہ
Iqbal_Ghazals_3_page_382_line_19.png,جب عشق سکھاتا ہے آداب خود آگاہی    کھلتے ہیں غلاموں پر اسرار شہنشاہی
Iqbal_Ghazals_3_page_382_line_20.png,عطارؔ ہو رومیؔ ہو رازیؔ ہو غزالیؔ ہو    کچھ ہاتھ نہیں آتا بے آہ سحرگاہی
Iqbal_Ghazals_3_page_382_line_21.png,نومید نہ ہو ان سے اے رہبر فرزانہ    کم کوش تو ہیں لیکن بے ذوق نہیں راہی
Iqbal_Ghazals_3_page_382_line_23.png,اے طائر لاہوتی اس رزق سے موت اچھی    جس رزق سے آتی ہو پرواز میں کوتاہی
Iqbal_Ghazals_4_page_130_line_5.png,مجنوں نے شہر چھوڑا تو صحرا بھی چھوڑ دے    نظارے کی ہوس ہو تو لیلیٰ بھی چھوڑ دے
Iqbal_Ghazals_4_page_130_line_6.png,واعظ کمال ترک سے ملتی ہے یاں مراد    دنیا جو چھوڑ دی ہے تو عقبیٰ بھی چھوڑ دے
Iqbal_Ghazals_4_page_130_line_8.png,تقلید کی روش سے تو بہتر ہے خودکشی    رستہ بھی ڈھونڈ خضر کا سودا بھی چھوڑ دے
Iqbal_Ghazals_4_page_130_line_9.png,مانند خامہ تیری زباں پر ہے حرف غیر    بیگانہ شے پہ نازش بے جا بھی چھوڑ دے
Iqbal_Ghazals_4_page_130_line_11.png,لطف کلام کیا جو نہ ہو دل میں درد عشق    بسمل نہیں ہے تو تو تڑپنا بھی چھوڑ دے
Iqbal_Ghazals_4_page_130_line_14.png,ہے عاشقی میں رسم الگ سب سے بیٹھنا    بت خانہ بھی حرم بھی کلیسا بھی چھوڑ دے
Iqbal_Ghazals_4_page_130_line_15.png,سوداگری نہیں یہ عبادت خدا کی ہے    اے بے خبر جزا کی تمنا بھی چھوڑ دے
Iqbal_Ghazals_4_page_130_line_16.png,اچھا ہے دل کے ساتھ رہے پاسبان عقل    لیکن کبھی کبھی اسے تنہا بھی چھوڑ دے
Iqbal_Ghazals_4_page_130_line_18.png,جینا وہ کیا جو ہو نفس غیر پر مدار    شہرت کی زندگی کا بھروسا بھی چھوڑ دے
Iqbal_Ghazals_4_page_130_line_21.png,شوخی سی ہے سوال مکرر میں اے کلیم    شرط رضا یہ ہے کہ تقاضا بھی چھوڑ دے
Iqbal_Ghazals_5_page_376_line_6.png,نگاہ فقر میں شان سکندری کیا ہے    خراج کی جو گدا ہو وہ قیصری کیا ہے
Iqbal_Ghazals_5_page_376_line_8.png,بتوں سے تجھ کو امیدیں خدا سے نومیدی    مجھے بتا تو سہی اور کافری کیا ہے
Iqbal_Ghazals_5_page_376_line_10.png,فلک نے ان کو عطا کی ہے خواجگی کہ جنہیں    خبر نہیں روش بندہ پروری کیا ہے
Iqbal_Ghazals_5_page_376_line_12.png,اسی خطا سے عتاب ملوک ہے مجھ پر    کہ جانتا ہوں مآل سکندری کیا ہے
Iqbal_Ghazals_5_page_376_line_15.png,کسے نہیں ہے تمنائے سروری لیکن    خودی کی موت ہو جس میں وہ سروری کیا ہے
Iqbal_Ghazals_5_page_376_line_16.png,خوش آ گئی ہے جہاں کو قلندری میری    وگرنہ شعر مرا کیا ہے شاعری کیا ہے
Iqbal_Ghazals_5_page_376_line_24.png,نہ تو زمیں کے لیے ہے نہ آسماں کے لیے    جہاں ہے تیرے لیے تو نہیں جہاں کے لیے
Iqbal_Ghazals_5_page_376_line_26.png,یہ عقل و دل ہیں شرر شعلۂ محبت کے    وہ خار و خس کے لیے ہے یہ نیستاں کے لیے
Iqbal_Ghazals_5_page_376_line_28.png,مقام پرورش آہ و نالہ ہے یہ چمن    نہ سیر گل کے لیے ہے نہ آشیاں کے لیے
Iqbal_Ghazals_5_page_377_line_4.png,رہے گا راوی و نیل و فرات میں کب تک    ترا سفینہ کہ ہے بحر بیکراں کے لیے
Iqbal_Ghazals_5_page_377_line_6.png,نشان راہ دکھاتے تھے جو ستاروں کو    ترس گئے ہیں کسی مرد راہ داں کے لیے
Iqbal_Ghazals_5_page_377_line_8.png,نگہ بلند سخن دل نواز جاں پرسوز    یہی ہے رخت سفر میر کارواں کے لیے
Iqbal_Ghazals_5_page_377_line_10.png,ذرا سی بات تھی اندیشۂ عجم نے اسے    بڑھا دیا ہے فقط زیب داستاں کے لیے
Iqbal_Ghazals_5_page_377_line_20.png,تری آگ اس خاک داں سے نہیں    جہاں تجھ سے ہے تو جہاں سے نہیں
Iqbal_Ghazals_5_page_377_line_22.png,میرے لب پر قصۂ نیرنگی دوراں نہیں    دل مرا حیراں نہیں خندہ نہیں گریاں نہیں
Iqbal_Ghazals_6_page_382_line_19.png,جب عشق سکھاتا ہے آداب خود آگاہی    کھلتے ہیں غلاموں پر اسرار شہنشاہی
Iqbal_Ghazals_6_page_382_line_20.png,عطارؔ ہو رومیؔ ہو رازیؔ ہو غزالیؔ ہو    کچھ ہاتھ نہیں آتا بے آہ سحرگاہی
Iqbal_Ghazals_6_page_382_line_21.png,نومید نہ ہو ان سے اے رہبر فرزانہ    کم کوش تو ہیں لیکن بے ذوق نہیں راہی
Iqbal_Ghazals_6_page_382_line_23.png,اے طائر لاہوتی اس رزق سے موت اچھی    جس رزق سے آتی ہو پرواز میں کوتاہی
Iqbal_Ghazals_6_page_383_line_4.png,دارا و سکندر سے وہ مرد فقیر اولیٰ    ہو جس کی فقیری میں بوئے اسد اللہٰی
Iqbal_Ghazals_6_page_383_line_5.png,آئین جواں مرداں حق گوئی و بیباکی    اللہ کے شیروں کو آتی نہیں روباہی
Iqbal_Ghazals_6_page_383_line_9.png,کہاں سے تو نے اے اقبالؔ سیکھی ہے یہ درویشی    کہ چرچا پادشاہوں میں ہے تیری بے نیازی کا
Iqbal_Ghazals_8_page_345_line_7.png,اثر کرے نہ کرے سن تو لے مری فریاد    نہیں ہے داد کا طالب یہ بندۂ آزاد
Iqbal_Ghazals_8_page_345_line_8.png,یہ مشت خاک یہ صرصر یہ وسعت افلاک    کرم ہے یا کہ ستم تیری لذت ایجاد
Iqbal_Ghazals_8_page_345_line_9.png,ٹھہر سکا نہ ہوائے چمن میں خیمۂ گل    یہی ہے فصل بہاری یہی ہے باد مراد
Iqbal_Ghazals_8_page_345_line_11.png,قصوروار غریب الدیار ہوں لیکن    ترا خرابہ فرشتے نہ کر سکے آباد
Iqbal_Ghazals_8_page_345_line_13.png,مری جفا طلبی کو دعائیں دیتا ہے    وہ دشت سادہ وہ تیرا جہان بے بنیاد
Iqbal_Ghazals_9_page_376_line_6.png,نگاہ فقر میں شان سکندری کیا ہے    خراج کی جو گدا ہو وہ قیصری کیا ہے
Iqbal_Ghazals_9_page_376_line_8.png,بتوں سے تجھ کو امیدیں خدا سے نومیدی    مجھے بتا تو سہی اور کافری کیا ہے
Iqbal_Ghazals_9_page_376_line_10.png,فلک نے ان کو عطا کی ہے خواجگی کہ جنہیں    خبر نہیں روش بندہ پروری کیا ہے
Iqbal_Ghazals_9_page_376_line_12.png,اسی خطا سے عتاب ملوک ہے مجھ پر    کہ جانتا ہوں مآل سکندری کیا ہے
Iqbal_Ghazals_9_page_376_line_15.png,کسے نہیں ہے تمنائے سروری لیکن    خودی کی موت ہو جس میں وہ سروری کیا ہے
Iqbal_Ghazals_9_page_376_line_16.png,خوش آ گئی ہے جہاں کو قلندری میری    وگرنہ شعر مرا کیا ہے شاعری کیا ہے
Iqbal_Ghazals_9_page_376_line_24.png,نہ تو زمیں کے لیے ہے نہ آسماں کے لیے    جہاں ہے تیرے لیے تو نہیں جہاں کے لیے
Iqbal_Ghazals_9_page_376_line_26.png,یہ عقل و دل ہیں شرر شعلۂ محبت کے    وہ خار و خس کے لیے ہے یہ نیستاں کے لیے
Iqbal_Ghazals_9_page_376_line_28.png,مقام پرورش آہ و نالہ ہے یہ چمن    نہ سیر گل کے لیے ہے نہ آشیاں کے لیے
Iqbal_Ghazals_11_page_366_line_12.png,دل سوز سے خالی ہے نگہ پاک نہیں ہے    پھر اس میں عجب کیا کہ تو بے باک نہیں ہے
Iqbal_Ghazals_11_page_366_line_13.png,ہے ذوق تجلی بھی اسی خاک میں پنہاں    غافل تو نرا صاحب ادراک نہیں ہے
Iqbal_Ghazals_11_page_366_line_14.png,وہ آنکھ کہ ہے سرمۂ افرنگ سے روشن    پرکار و سخن ساز ہے نمناک نہیں ہے
Iqbal_Ghazals_11_page_366_line_16.png,کیا صوفی و ملا کو خبر میرے جنوں کی    ان کا سر دامن بھی ابھی چاک نہیں ہے
Iqbal_Ghazals_11_page_366_line_18.png,کب تک رہے محکومئ انجم میں مری خاک    یا میں نہیں یا گردش افلاک نہیں ہے
Iqbal_Ghazals_11_page_366_line_21.png,بجلی ہوں نظر کوہ و بیاباں پہ ہے میری    میرے لیے شایاں خس و خاشاک نہیں ہے
Iqbal_Ghazals_11_page_366_line_24.png,عالم ہے فقط مومن جانباز کی میراث    مومن نہیں جو صاحب لولاک نہیں ہے
Iqbal_Ghazals_11_page_366_line_31.png,ہزار خوف ہو لیکن زباں ہو دل کی رفیق    یہی رہا ہے ازل سے قلندروں کا طریق
Iqbal_Ghazals_12_page_378_line_13.png,میری نوائے شوق سے شور حریم ذات میں    غلغلہ ہائے الاماں بت کدۂ صفات میں
Iqbal_Ghazals_12_page_378_line_15.png,عذر پرہیز پہ کہتا ہے بگڑ کر ساقی    ہے ترے دل میں وہی کاوش انجام ابھی
Iqbal_Ghazals_12_page_378_line_17.png,شکایت ہے مجھے یا رب خداوندان مکتب سے    سبق شاہیں بچوں کو دے رہے ہیں خاک بازی کا
Iqbal_Ghazals_12_page_378_line_28.png,افلاک سے آتا ہے نالوں کا جواب آخر    کرتے ہیں خطاب آخر اٹھتے ہیں حجاب آخر
Iqbal_Ghazals_12_page_379_line_4.png,احوال محبت میں کچھ فرق نہیں ایسا    سوز و تب و تاب اول سوز و تب و تاب آخر
Iqbal_Ghazals_12_page_379_line_6.png,میں تجھ کو بتاتا ہوں تقدیر امم کیا ہے    شمشیر و سناں اول طاؤس و رباب آخر
Iqbal_Ghazals_12_page_379_line_7.png,مے خانۂ یورپ کے دستور نرالے ہیں    لاتے ہیں سرور اول دیتے ہیں شراب آخر
Iqbal_Ghazals_12_page_379_line_8.png,خلوت کی گھڑی گزری جلوت کی گھڑی آئی    چھٹنے کو ہے بجلی سے آغوش سحاب آخر
Iqbal_Ghazals_12_page_379_line_18.png,ہر شے مسافر ہر چیز راہی    کیا چاند تارے کیا مرغ و ماہی
Iqbal_Ghazals_12_page_379_line_22.png,دنیائے دوں کی کب تک غلامی    یا راہبی کر یا پادشاہی
Iqbal_Ghazals_12_page_379_line_23.png,پیر حرم کو دیکھا ہے میں نے    کردار بے سوز گفتار واہی
Iqbal_Ghazals_13_page_124_line_12.png,انوکھی وضع ہے سارے زمانے سے نرالے ہیں    یہ عاشق کون سی بستی کے یارب رہنے والے ہیں
Iqbal_Ghazals_13_page_124_line_14.png,علاج درد میں بھی درد کی لذت پہ مرتا ہوں    جو تھے چھالوں میں کانٹے نوک سوزن سے نکالے ہیں
Iqbal_Ghazals_13_page_124_line_15.png,پھلا پھولا رہے یارب چمن میری امیدوں کا    جگر کا خون دے دے کر یہ بوٹے میں نے پالے ہیں
Iqbal_Ghazals_13_page_124_line_18.png,رلاتی ہے مجھے راتوں کو خاموشی ستاروں کی    نرالا عشق ہے میرا نرالے میرے نالے ہیں
Iqbal_Ghazals_13_page_124_line_19.png,نہ پوچھو مجھ سے لذت خانماں برباد رہنے کی    نشیمن سیکڑوں میں نے بنا کر پھونک ڈالے ہیں
Iqbal_Ghazals_13_page_124_line_21.png,نہیں بیگانگی اچھی رفیق راہ منزل سے    ٹھہر جا اے شرر ہم بھی تو آخر مٹنے والے ہیں
Iqbal_Ghazals_13_page_124_line_23.png,امید حور نے سب کچھ سکھا رکھا ہے واعظ کو    یہ حضرت دیکھنے میں سیدھے سادھے بھولے بھالے ہیں
Iqbal_Ghazals_14_page_364_line_10.png,پھر چراغ لالہ سے روشن ہوئے کوہ و دمن    مجھ کو پھر نغموں پہ اکسانے لگا مرغ چمن
Iqbal_Ghazals_14_page_364_line_11.png,پھول ہیں صحرا میں یا پریاں قطار اندر قطار    اودے اودے نیلے نیلے پیلے پیلے پیرہن
Iqbal_Ghazals_14_page_364_line_13.png,برگ گل پر رکھ گئی شبنم کا موتی باد صبح    اور چمکاتی ہے اس موتی کو سورج کی کرن
Iqbal_Ghazals_14_page_364_line_14.png,حسن بے پروا کو اپنی بے نقابی کے لیے    ہوں اگر شہروں سے بن پیارے تو شہر اچھے کہ بن
Iqbal_Ghazals_14_page_364_line_17.png,اپنے من میں ڈوب کر پا جا سراغ زندگی    تو اگر میرا نہیں بنتا نہ بن اپنا تو بن
Iqbal_Ghazals_14_page_364_line_19.png,من کی دنیا من کی دنیا سوز و مستی جذب و شوق    تن کی دنیا تن کی دنیا سود و سودا مکر و فن
Iqbal_Ghazals_14_page_364_line_20.png,من کی دولت ہاتھ آتی ہے تو پھر جاتی نہیں    تن کی دولت چھاؤں ہے آتا ہے دھن جاتا ہے دھن
Iqbal_Ghazals_14_page_364_line_21.png,من کی دنیا میں نہ پایا میں نے افرنگی کا راج    من کی دنیا میں نہ دیکھے میں نے شیخ و برہمن
Iqbal_Ghazals_15_page_361_line_11.png,وہ حرف راز کہ مجھ کو سکھا گیا ہے جنوں    خدا مجھے نفس جبرئیل دے تو کہوں
Iqbal_Ghazals_15_page_361_line_12.png,ستارہ کیا مری تقدیر کی خبر دے گا    وہ خود فراخی افلاک میں ہے خوار و زبوں
Iqbal_Ghazals_15_page_361_line_14.png,عجب مزہ ہے مجھے لذت خودی دے کر    وہ چاہتے ہیں کہ میں اپنے آپ میں نہ رہوں
Iqbal_Ghazals_15_page_361_line_15.png,ضمیر پاک و نگاہ بلند و مستئ شوق    نہ مال و دولت قاروں نہ فکر افلاطوں
Iqbal_Ghazals_15_page_361_line_17.png,سبق ملا ہے یہ معراج مصطفی سے مجھے    کہ عالم بشریت کی زد میں ہے گردوں
Iqbal_Ghazals_15_page_361_line_18.png,یہ کائنات ابھی ناتمام ہے شاید    کہ آ رہی ہے دمادم صدائے کن فیکوں
Iqbal_Ghazals_15_page_361_line_20.png,علاج آتش رومیؔ کے سوز میں ہے ترا    تری خرد پہ ہے غالب فرنگیوں کا فسوں
Iqbal_Ghazals_16_page_347_line_8.png,پریشاں ہو کے میری خاک آخر دل نہ بن جائے    جو مشکل اب ہے یا رب پھر وہی مشکل نہ بن جائے
Iqbal_Ghazals_10_page_121_line_13.png,آیا ہے تو جہاں میں مثال شرار دیکھ    دم دے نہ جائے ہستیٔ نا پائیدار دیکھ
Iqbal_Ghazals_0_page_386_line_12.png,خودی کے نگہباں کو ہے زہر ناب    وہ ناں جس سے جاتی رہے اس کی آب
Iqbal_Ghazals_5_page_377_line_22.png,وہ شب درد و سوز و غم کہتے ہیں زندگی جسے    اس کی سحر ہے تو کہ میں اس کی اذاں ہے تو کہ میں
Iqbal_Ghazals_9_page_376_line_12.png,لرزتا تھا ڈر سے مرا بال بال    قدم کا تھا دہشت سے اٹھنا محال
Iqbal_Ghazals_12_page_378_line_8.png,دیا رونا مجھے ایسا کہ سب کچھ دے دیا گویا    لکھا کلک ازل نے مجھ کو تیرے نوحہ خوانوں میں
Iqbal_Ghazals_16_page_347_line_10.png,کہیں اس عالم بے رنگ و بو میں بھی طلب میری    وہی افسانۂ دنبالۂ محمل نہ بن جائے
Iqbal_Ghazals_16_page_347_line_19.png,متاع دین و دانش لٹ گئی اللہ والوں کی    یہ کس کافر ادا کا غمزۂ خوں ریز ہے ساقی
Iqbal_Ghazals_16_page_347_line_20.png,وہی دیرینہ بیماری وہی نامحکمی دل کی    علاج اس کا وہی آب نشاط انگیز ہے ساقی
Iqbal_Ghazals_17_page_348_line_3.png,حرم کے دل میں سوز آرزو پیدا نہیں ہوتا    کہ پیدائی تری اب تک حجاب آمیز ہے ساقی
Iqbal_Ghazals_17_page_348_line_4.png,نہ اٹھا پھر کوئی رومیؔ عجم کے لالہ زاروں سے    وہی آب و گل ایراں وہی تبریز ہے ساقی
Iqbal_Ghazals_17_page_348_line_5.png,نہیں ہے ناامید اقبالؔ اپنی کشت ویراں سے    ذرا نم ہو تو یہ مٹی بہت زرخیز ہے ساقی
Iqbal_Ghazals_17_page_348_line_15.png,لا پھر اک بار وہی بادہ و جام اے ساقی    ہاتھ آ جائے مجھے میرا مقام اے ساقی
Iqbal_Ghazals_17_page_348_line_17.png,تین سو سال سے ہیں ہند کے مے خانے بند    اب مناسب ہے ترا فیض ہو عام اے ساقی
Iqbal_Ghazals_17_page_348_line_20.png,میری مینائے غزل میں تھی ذرا سی باقی    شیخ کہتا ہے کہ ہے یہ بھی حرام اے ساقی
Iqbal_Ghazals_17_page_348_line_22.png,شیر مردوں سے ہوا بیشۂ تحقیق تہی    رہ گئے صوفی و ملا کے غلام اے ساقی
Iqbal_Ghazals_17_page_348_line_23.png,عشق کی تیغ جگردار اڑا لی کس نے    علم کے ہاتھ میں خالی ہے نیام اے ساقی
Iqbal_Ghazals_17_page_348_line_25.png,سینہ روشن ہو تو ہے سوز سخن عین حیات    ہو نہ روشن تو سخن مرگ دوام اے ساقی
Iqbal_Ghazals_17_page_348_line_26.png,تو مری رات کو مہتاب سے محروم نہ رکھ    ترے پیمانے میں ہے ماہ تمام اے ساقی
Iqbal_Ghazals_18_page_343_line_6.png,اگر کج رو ہیں انجم آسماں تیرا ہے یا میرا    مجھے فکر جہاں کیوں ہو جہاں تیرا ہے یا میرا
Iqbal_Ghazals_18_page_343_line_7.png,اگر ہنگامہ ہائے شوق سے ہے لا مکاں خالی    خطا کس کی ہے یا رب لا مکاں تیرا ہے یا میرا
Iqbal_Ghazals_18_page_343_line_8.png,اسے صبح ازل انکار کی جرأت ہوئی کیوں کر    مجھے معلوم کیا وہ رازداں تیرا ہے یا میرا
Iqbal_Ghazals_18_page_343_line_9.png,محمد بھی ترا جبریل بھی قرآن بھی تیرا    مگر یہ حرف شیریں ترجماں تیرا ہے یا میرا
Iqbal_Ghazals_19_page_126_line_10.png,زمیں سے نوریان آسماں پرواز کہتے تھے    یہ خاکی زندہ تر پایندہ تر تابندہ تر نکلے
Iqbal_Ghazals_19_page_126_line_25.png,جنھيں ميں ڈھونڈتا تھا آسمانوں ميں زمينوں ميں    وہ نکلے ميرے ظلمت خانہ دل کے مکينوں ميں
Iqbal_Ghazals_19_page_126_line_27.png,حقيقت اپني آنکھوں پر نماياں جب ہوئي اپني    مکاں نکلا ہمارے خانہ دل کے مکينوں ميں
Iqbal_Ghazals_19_page_127_line_2.png,مجھے روکے گا تو اے ناخدا کيا غرق ہونے سے    کہ جن کو ڈوبنا ہو ، ڈوب جاتے ہيں سفينوں ميں
Iqbal_Ghazals_19_page_127_line_3.png,چھپايا حسن کو اپنے کليم اللہ سے جس نے    وہي ناز آفريں ہے جلوہ پيرا نازنينوں ميں
Iqbal_Ghazals_19_page_127_line_4.png,جلا سکتي ہے شمع کشتہ کو موج نفس ان کي    الہي! کيا چھپا ہوتا ہے اہل دل کے سينوں ميں
Iqbal_Ghazals_19_page_127_line_5.png,تمنا درد دل کي ہو تو کر خدمت فقيروں کي    نہيں ملتا يہ گوہر بادشاہوں کے خزينوں ميں
Iqbal_Ghazals_19_page_127_line_8.png,نہ پوچھ ان خرقہ پوشوں کي ، ارادت ہو تو ديکھ ان کو    يد بيضا ليے بيٹھے ہيں اپني آستينوں ميں
Iqbal_Ghazals_19_page_127_line_10.png,ترستي ہے نگاہ نا رسا جس کے نظارے کو    وہ رونق انجمن کي ہے انھي خلوت گزينوں ميں
Iqbal_Ghazals_19_page_127_line_11.png,کسي ايسے شرر سے پھونک اپنے خرمن دل کو    کہ خورشيد قيامت بھي ہو تيرے خوشہ چينوں ميں
Iqbal_Ghazals_19_page_127_line_12.png,محبت کے ليے دل ڈھونڈ کوئي ٹوٹنے والا    يہ وہ مے ہے جسے رکھتے ہيں نازک آبگينوں ميں
Iqbal_Ghazals_19_page_127_line_14.png,سراپا حسن بن جاتا ہے جس کے حسن کا عاشق    بھلا اے دل حسيں ايسا بھي ہے کوئي حسينوں ميں
Iqbal_Ghazals_19_page_127_line_17.png,پھڑک اٹھا کوئي تيري ادائے 'ما عرفنا' پر    ترا رتبہ رہا بڑھ چڑھ کے سب ناز آفرينوں ميں
Iqbal_Ghazals_19_page_127_line_18.png,نماياں ہو کے دکھلا دے کبھي ان کو جمال اپنا    بہت مدت سے چرچے ہيں ترے باريک بينوں ميں
Iqbal_Ghazals_19_page_127_line_20.png,خموش اے دل! ، بھري محفل ميں چلانا نہيں اچھا    ادب پہلا قرينہ ہے محبت کے قرينوں ميں
Iqbal_Ghazals_20_page_375_line_3.png,نہ تو زمیں کے لیے ہے نہ آسماں کے لیے    جہاں ہے تیرے لیے تو نہیں جہاں کے لیے
Iqbal_Ghazals_20_page_375_line_12.png,خرد کے پاس خبر کے سوا کچھ اور نہیں    ترا علاج نظر کے سوا کچھ اور نہیں
Iqbal_Ghazals_20_page_375_line_15.png,ہر اک مقام سے آگے مقام ہے تیرا    حیات ذوق سفر کے سوا کچھ اور نہیں
Iqbal_Ghazals_20_page_375_line_17.png,گراں بہا ہے تو حفظ خودی سے ہے ورنہ    گہر میں آب گہر کے سوا کچھ اور نہیں
Iqbal_Ghazals_20_page_375_line_18.png,رگوں میں گردش خوں ہے اگر تو کیا حاصل    حیات سوز جگر کے سوا کچھ اور نہیں
Iqbal_Ghazals_20_page_375_line_19.png,عروس لالہ مناسب نہیں ہے مجھ سے حجاب    کہ میں نسیم سحر کے سوا کچھ اور نہیں
Iqbal_Ghazals_20_page_375_line_21.png,جسے کساد سمجھتے ہیں تاجران فرنگ    وہ شے متاع ہنر کے سوا کچھ اور نہیں
Iqbal_Ghazals_20_page_375_line_23.png,بڑا کریم ہے اقبال بے نوا لیکن    عطائے شعلہ شرر کے سوا کچھ اور نہیں
Iqbal_Ghazals_24_page_351_line_7.png,وہ کون سا آدم ہے کہ تو جس کا ہے معبود    وہ آدم خاکی کہ جو ہے زیر سماوات
Iqbal_Ghazals_24_page_351_line_19.png,وہی میری کم نصیبی وہی تیری بے نیازی    مرے کام کچھ نہ آیا یہ کمال نے نوازی
Iqbal_Ghazals_24_page_351_line_21.png,اسی کشمکش میں گزریں مری زندگی کی راتیں    کبھی سوز و ساز رومیؔ کبھی پیچ و تاب رازیؔ
Iqbal_Ghazals_24_page_352_line_3.png,وہ فریب خوردہ شاہیں کہ پلا ہو کرگسوں میں    اسے کیا خبر کہ کیا ہے رہ و رسم شاہبازی
Iqbal_Ghazals_24_page_352_line_5.png,نہ زباں کوئی غزل کی نہ زباں سے باخبر میں    کوئی دل کشا صدا ہو عجمی ہو یا کہ تازی
Iqbal_Ghazals_24_page_352_line_6.png,نہیں فقر و سلطنت میں کوئی امتیاز ایسا    یہ سپہ کی تیغ بازی وہ نگہ کی تیغ بازی
Iqbal_Ghazals_25_page_349_line_12.png,عین وصال میں مجھے حوصلۂ نظر نہ تھا    گرچہ بہانہ جو رہی میری نگاہ بے ادب!
Iqbal_Ghazals_25_page_349_line_13.png,چاہتے سب ہیں کہ ہوں اوج ثریا پہ مقیم    پہلے ویسا کوئی پیدا تو کرے قلب سلیم
Iqbal_Ghazals_25_page_349_line_21.png,متاع بے بہا ہے درد و سوز آرزو مندی    مقام بندگی دے کر نہ لوں شان خداوندی
Iqbal_Ghazals_25_page_349_line_22.png,ترے آزاد بندوں کی نہ یہ دنیا نہ وہ دنیا    یہاں مرنے کی پابندی وہاں جینے کی پابندی
Iqbal_Ghazals_25_page_349_line_23.png,حجاب اکسیر ہے آوارۂ کوئے محبت کو    مری آتش کو بھڑکاتی ہے تیری دیر پیوندی
Iqbal_Ghazals_25_page_350_line_3.png,گزر اوقات کر لیتا ہے یہ کوہ و بیاباں میں    کہ شاہیں کے لیے ذلت ہے کار آشیاں بندی
Iqbal_Ghazals_25_page_350_line_4.png,یہ فیضان نظر تھا یا کہ مکتب کی کرامت تھی    سکھائے کس نے اسماعیل کو آداب فرزندی
Iqbal_Ghazals_25_page_350_line_6.png,زیارت گاہ اہل عزم و ہمت ہے لحد میری    کہ خاک راہ کو میں نے بتایا راز الوندی
Iqbal_Ghazals_25_page_350_line_16.png,تجھے یاد کیا نہیں ہے مرے دل کا وہ زمانہ    وہ ادب گہ محبت وہ نگہ کا تازیانہ
